name,energy,moisuture,protein,lipid,carbohydrate,ash,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,retinol,carotene,inRetinolAmount,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,niacin,vitaminB6,vitaminB12,folicAcid,pantothenicAcid,vitaminC,saturatedFattyAcid,monounsaturatedFattyAcid,polyunsaturatedFattyAcid,cholesterol,waterSolubleFiberContaining,waterUnsolubleFiberContaining,totalFiberContaining,solt
即席中華めん 非油揚げ,3.56,0.1,0.103,0.052,0.671,0.074,27,2.6,1.1,0.25,1.1,0.008,0.004,0.0011,0.0066,0,0.05,0.01,0,0.018,0.03,0.0021,0.0004,0.01,0.0005,0,0.14,0.0037,0,0.0126,0.0186,0.0155,0.02,0.014,0.009,0.023,0.069
スナックめん,4.48,0.05,0.107,0.197,0.569,0.077,27,2.1,1.9,0.27,1.2,0.013,0.006,0.0015,0.0057,0.03,3,0.53,0,0.03,0.07,0.0068,0.0053,0.01,0.0007,0.002,0.21,0.0052,0.01,0.0872,0.0742,0.0228,0.34,0.013,0.01,0.023,0.069
マカロニ,3.78,0.12,0.13,0.022,0.722,0.006,0.02,2,0.18,0.55,1.3,0.014,0.015,0.0028,0,0,0.09,0.02,0,0.004,0,0.0019,0.0006,0.023,0.0011,0,0.13,0.0065,0,0.0051,0.002,0.0112,0,0.007,0.02,0.027,0
スパゲッティ,3.78,0.12,0.13,0.022,0.722,0.006,0.02,2,0.18,0.55,1.3,0.014,0.015,0.0028,0,0,0.09,0.02,0,0.004,0,0.0019,0.0006,0.023,0.0011,0,0.13,0.0065,0,0.0051,0.002,0.0112,0,0.007,0.02,0.027,0
マカロニゆで,1.49,0.65,0.052,0.009,0.284,0.005,1.7,0.12,0.07,0.18,0.46,0.006,0.006,0.0012,0,0,0,0,0,0.001,0,0.0005,0.0003,0.005,0.0002,0,0.04,0.0025,0,0.0021,0.0008,0.0046,0,0.004,0.011,0.015,0.004
スパゲッティゆで,1.49,0.65,0.052,0.009,0.284,0.005,1.7,0.12,0.07,0.18,0.46,0.006,0.006,0.0012,0,0,0,0,0,0.001,0,0.0005,0.0003,0.005,0.0002,0,0.04,0.0025,0,0.0021,0.0008,0.0046,0,0.004,0.011,0.015,0.004
生ふ,1.63,0.6,0.127,0.008,0.262,0.003,0.07,0.3,0.13,0.18,0.6,0.013,0.018,0.0025,0.0104,0,0,0,0,0,0,0.0008,0.0003,0.005,0.0002,0,0.07,0.0012,0,0.0018,0.0007,0.0041,0,0.002,0.003,0.005,0
ふ,3.85,0.113,0.285,0.027,0.569,0.006,0.06,1.2,0.33,0.43,1.3,0.033,0.022,0.0032,0,0,0,0,0,0.009,0,0.0016,0.0007,0.035,0.0008,0,0.16,0.0058,0,0.0062,0.0024,0.0137,0,0.011,0.026,0.037,0
竹輪ふ,1.71,0.604,0.071,0.012,0.311,0.002,0.01,0.03,0.08,0.06,0.31,0.005,0.002,0.0007,0.0008,0,0,0,0,0,0,0.0001,0.0002,0.003,0.0001,0,0.04,0.0025,0,0.0028,0.0011,0.0061,0,0.006,0.009,0.015,0
ぎょうざの皮,2.91,0.32,0.093,0.014,0.57,0.003,0.02,0.64,0.16,0.18,0.6,0.008,0.006,0.0012,0.0028,0,0,0,0,0.003,0,0.0008,0.0004,0.007,0.0006,0,0.12,0.0061,0,0.0032,0.0012,0.0071,0,0.01,0.012,0.022,0
しゅうまいの皮,2.95,0.311,0.083,0.014,0.589,0.003,0.02,0.72,0.16,0.17,0.6,0.006,0.005,0.001,0.0028,0,0,0,0,0.003,0,0.0009,0.0004,0.006,0.0005,0,0.09,0.005,0,0.0032,0.0012,0.0071,0,0.01,0.012,0.022,0
ピザクラス,2.68,0.353,0.091,0.03,0.511,0.015,5.1,0.91,0.13,0.22,0.77,0.008,0.006,0.0009,0.005,0,0,0,0,0.004,0,0.0015,0.0011,0.01,0.0005,0,0.2,0.0054,0,0.0049,0.007,0.0137,0,0.008,0.015,0.023,0.013
生パン粉,2.8,0.35,0.11,0.051,0.476,0.013,3.5,1.1,0.25,0.29,0.97,0.011,0.007,0.0015,0.0047,0,0.03,0.01,0,0.004,0,0.0011,0.0002,0.012,0.0005,0,0.4,0.0041,0,0.0111,0.0168,0.0185,0,0.012,0.018,0.03,0.009
パン粉,3.73,0.135,0.146,0.068,0.634,0.017,4.6,1.5,0.33,0.39,1.3,0.014,0.009,0.002,0.0062,0,0.04,0.01,0,0.006,0,0.0015,0.0003,0.016,0.0007,0,0.54,0.0054,0,0.0148,0.0224,0.0246,0,0.016,0.024,0.04,0.012
米,3.56,0.155,0.061,0.009,0.771,0.004,0.01,0.88,0.05,0.23,0.94,0.008,0.014,0.0022,0.008,0,0,0,0,0.002,0,0.0008,0.0002,0.012,0.0012,0,0.12,0.0066,0,0.0029,0.0021,0.0031,0,0,0.005,0.005,0
こめ,3.56,0.155,0.061,0.009,0.771,0.004,0.01,0.88,0.05,0.23,0.94,0.008,0.014,0.0022,0.008,0,0,0,0,0.002,0,0.0008,0.0002,0.012,0.0012,0,0.12,0.0066,0,0.0029,0.0021,0.0031,0,0,0.005,0.005,0
ごはん,1.68,0.6,0.025,0.003,0.371,0.001,0.01,0.29,0.03,0.07,0.34,0.001,0.006,0.001,0.0035,0,0,0,0,0,0,0.0002,0.0001,0.002,0.0002,0,0.03,0.0025,0,0.001,0.0007,0.001,0,0,0.003,0.003,0
御飯,1.68,0.6,0.025,0.003,0.371,0.001,0.01,0.29,0.03,0.07,0.34,0.001,0.006,0.001,0.0035,0,0,0,0,0,0,0.0002,0.0001,0.002,0.0002,0,0.03,0.0025,0,0.001,0.0007,0.001,0,0,0.003,0.003,0
全粥,0.71,0.83,0.011,0.001,0.157,0.001,0,0.12,0.01,0.03,0.14,0,0.003,0.0004,0.0015,0,0,0,0,0,0,0.0001,0,0.001,0.0001,0,0.01,0.0011,0,0.0003,0.0002,0.0003,0,0,0.001,0.001,0
五分粥,0.36,0.915,0.005,0.001,0.079,0,0,0.06,0.01,0.01,0.07,0,0.001,0.0002,0.0008,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0005,0,0.0003,0.0002,0.0003,0,0,0.001,0.001,0
おもゆ,0.21,0.95,0.003,0,0.047,0,0,0.04,0,0.01,0.04,0,0.001,0.0001,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
重湯,0.21,0.95,0.003,0,0.047,0,0,0.04,0,0.01,0.04,0,0.001,0.0001,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
アルファ化米,3.87,0.08,0.058,0.007,0.852,0.003,0.02,0.66,0.07,0.16,0.78,0.002,0.014,0.0022,0.0081,0,0,0,0,0.001,0,0.0005,0.0002,0.005,0.0004,0,0.07,0.0057,0,0.0022,0.0016,0.0024,0,0,0.008,0.008,0
おにぎり,1.79,0.57,0.027,0.003,0.394,0.006,2,0.31,0.03,0.07,0.37,0.001,0.006,0.001,0.0038,0,0,0,0,0,0,0.0002,0.0001,0.002,0.0002,0,0.03,0.0027,0,0.001,0.0007,0.001,0,0,0.004,0.004,0.005
焼きおにぎり,1.81,0.56,0.031,0.003,0.395,0.011,3.8,0.56,0.05,0.11,0.46,0.002,0.007,0.001,0.0037,0,0,0,0,0,0,0.0003,0.0002,0.003,0.0003,0,0.05,0.0029,0,0.001,0.0007,0.001,0,0,0.004,0.004,0.01
きりたんぽ,2.11,0.5,0.035,0.012,0.446,0.007,0.02,1.2,0.08,0.61,1.6,0.007,0.01,0.0015,0.013,0,0,0,0,0.006,0,0.002,0.0003,0.036,0.0027,0,0.13,0.0082,0,0.0014,0.0018,0.002,0,0.003,0.015,0.018,0
上新粉,3.62,0.14,0.062,0.009,0.785,0.004,0.02,0.89,0.05,0.23,0.96,0.008,0.01,0.0019,0.0075,0,0,0,0,0.002,0,0.0009,0.0002,0.013,0.0012,0,0.12,0.0067,0,0.0029,0.0021,0.0031,0,0,0.006,0.006,0
ビーフン,3.77,0.111,0.07,0.016,0.799,0.004,0.02,0.33,0.14,0.13,0.59,0.007,0.006,0.0006,0.0033,0,0,0,0,0,0,0.0006,0.0002,0.006,0,0,0.04,0.0009,0,0.0051,0.0037,0.0055,0,0,0.009,0.009,0
もち,2.35,0.445,0.042,0.008,0.503,0.002,0.02,0.66,0.07,0.16,0.78,0.002,0.014,0.0022,0.0081,0,0,0,0,0.001,0,0.0005,0.0002,0.005,0.0004,0,0.07,0.0057,0,0.0025,0.0018,0.0028,0,0,0.008,0.008,0
赤飯,1.89,0.53,0.039,0.004,0.424,0.003,0.01,0.79,0.07,0.14,0.54,0.004,0.008,0.0013,0.0038,0,0,0,0,0.001,0.01,0.0005,0.0002,0.002,0.0002,0,0.09,0.003,0,0.0012,0.0008,0.0013,0,0.001,0.016,0.017,0
あくまき,1.32,0.695,0.023,0.018,0.257,0.007,0.16,3,0.06,0.06,0.1,0.001,0.007,0.0005,0.0039,0,0,0,0,0,0,0,0,0,0.0001,0,0.01,0,0,0.0057,0.0042,0.0062,0,0,0.002,0.002,0
白玉粉,3.69,0.125,0.063,0.01,0.8,0.002,0.02,0.03,0.05,0.06,0.45,0.011,0.012,0.0017,0.0055,0,0,0,0,0,0,0.0003,0.0001,0.004,0.0001,0,0.14,0,0,0.0032,0.0023,0.0034,0,0,0.005,0.005,0
道明寺粉,3.72,0.116,0.071,0.007,0.804,0.002,0.04,0.45,0.06,0.09,0.41,0.004,0.015,0.0022,0.009,0,0,0,0,0,0,0.0004,0.0001,0.004,0.0004,0,0.06,0.0022,0,0.0022,0.0012,0.0015,0,0,0.007,0.007,0
そば粉,3.61,0.135,0.12,0.031,0.696,0.018,0.02,4.1,0.17,1.9,4,0.028,0.024,0.0054,0.0109,0,0,0,0,0.009,0,0.0046,0.0011,0.045,0.003,0,0.51,0.0156,0,0.006,0.0111,0.0102,0,0.008,0.035,0.043,0
生そば,2.74,0.33,0.098,0.019,0.545,0.008,0.01,1.6,0.18,0.65,1.7,0.014,0.01,0.0021,0.0086,0,0,0,0,0.004,0,0.0019,0.0009,0.034,0.0015,0,0.19,0.0109,0,0.0041,0.004,0.0081,0,0.01,0.017,0.027,0
そば,1.32,0.68,0.048,0.01,0.26,0.002,0.02,0.34,0.09,0.27,0.8,0.008,0.004,0.001,0.0038,0,0,0,0,0.002,0,0.0005,0.0002,0.005,0.0004,0,0.08,0.0033,0,0.0021,0.0021,0.0042,0,0.005,0.015,0.02,0
そば乾,3.44,0.14,0.14,0.023,0.667,0.03,8.5,2.6,0.24,1,2.3,0.026,0.015,0.0034,0.0111,0,0,0,0,0.005,0,0.0037,0.0008,0.032,0.0024,0,0.25,0.0115,0,0.005,0.0042,0.0102,0,0.016,0.021,0.037,0.022
コーンミール,3.63,0.14,0.083,0.04,0.724,0.013,0.02,2.2,0.05,0.99,1.3,0.015,0.014,0.0016,0.0038,0,1.6,0.26,0,0.015,0,0.0015,0.0008,0.009,0.0043,0,0.28,0.0057,0,0.0081,0.0086,0.0179,0,0.006,0.074,0.08,0
コーングリッツ,3.55,0.14,0.082,0.01,0.764,0.004,0.01,1.6,0.02,0.21,0.5,0.003,0.004,0.0007,0,0,1.8,0.31,0,0.002,0,0.0006,0.0005,0.007,0.0011,0,0.08,0.0032,0,0.002,0.0021,0.0045,0,0.001,0.023,0.024,0
コーンフラワー,3.63,0.14,0.066,0.028,0.761,0.005,0.01,2,0.03,0.31,0.9,0.006,0.006,0.0008,0.0013,0,1.3,0.21,0,0.003,0,0.0014,0.0006,0.013,0.002,0,0.09,0.0037,0,0.0057,0.006,0.0125,0,0.002,0.015,0.017,0
ジャイアントコーン,4.35,0.043,0.057,0.118,0.766,0.016,4.3,1.1,0.08,0.88,1.8,0.013,0.016,0.0007,0.003,0,0,0,0,0.017,0.01,0.0008,0.0002,0.019,0.0011,0,0.12,0.0012,0,0.0337,0.0374,0.0305,0,0.006,0.099,0.105,0.011
ポップコーン,4.84,0.04,0.102,0.228,0.596,0.034,5.7,3,0.07,0.95,2.9,0.043,0.024,0.002,0,0,1.8,0.3,0,0.039,0,0.0013,0.0008,0.02,0.0027,0,0.22,0.0046,0,0.0663,0.0777,0.0698,0,0.002,0.091,0.093,0.014
コーンフレーク,3.81,0.045,0.078,0.017,0.836,0.024,8.3,0.95,0.01,0.14,0.45,0.009,0.002,0.0007,0,0,1.2,0.2,0,0.006,0,0.0003,0.0002,0.003,0.0004,0,0.06,0.0022,0,0,0,0,0,0.003,0.021,0.024,0.021
はとむぎ,3.6,0.13,0.133,0.013,0.722,0.002,0.01,0.85,0.06,0.12,0.2,0.004,0.004,0.0011,0.0081,0,0,0,0,0,0,0.0002,0.0005,0.005,0.0007,0,0.16,0.0016,0,0,0,0,0,0,0.006,0.006,0
こんにゃく,0.05,0.973,0.001,0,0.023,0.003,0.1,0.33,0.43,0.02,0.05,0.004,0.001,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0.0002,0,0.01,0,0,0,0,0,0,0.001,0.021,0.022,0
しらたき,0.06,0.965,0.002,0,0.03,0.003,0.1,0.12,0.75,0.04,0.1,0.005,0.001,0.0002,0.0003,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.029,0.029,0
さつまいも,1.32,0.661,0.012,0.002,0.315,0.01,0.04,4.7,0.4,0.25,0.46,0.007,0.002,0.0018,0.0044,0,0.23,0.04,0,0.016,0,0.0011,0.0003,0.008,0.0028,0,0.49,0.0096,0.29,0.0003,0,0.0006,0,0.005,0.018,0.023,0
焼きいも,1.63,0.581,0.014,0.002,0.39,0.013,0.13,5.4,0.34,0.23,0.55,0.007,0.002,0.002,0.0032,0,0.06,0.01,0,0.013,0,0.0012,0.0006,0.01,0.0033,0,0.47,0.013,0.23,0.0003,0,0.0006,0,0.011,0.024,0.035,0
干しいも,3.03,0.222,0.031,0.006,0.719,0.022,0.18,9.8,0.53,0.45,0.93,0.021,0.005,0.003,0.004,0,0,0,0,0.013,0,0.0019,0.0008,0.016,0.0041,0,0.13,0.0135,0.09,0,0,0,0,0.024,0.035,0.059,0
さといも,0.72,0.809,0.022,0.001,0.161,0.007,0.03,3.4,0.2,0.2,0.53,0.006,0.004,0.0013,0.0057,0,0.05,0.01,0,0.007,0,0.0007,0.0001,0.007,0.0014,0,0.22,0.0032,0.05,0,0,0,0,0.008,0.012,0.02,0
やつがしら,0.97,0.745,0.03,0.007,0.205,0.013,0.01,6.3,0.39,0.42,0.72,0.007,0.014,0.0023,0.0093,0,0.07,0.01,0,0.01,0,0.0013,0.0006,0.007,0.0022,0,0.39,0.005,0.07,0,0,0,0,0.005,0.023,0.028,0
じゃがいも,0.76,0.798,0.016,0.001,0.176,0.009,0.01,4.1,0.03,0.2,0.4,0.004,0.002,0.001,0.0011,0,0,0,0,0,0,0.0009,0.0003,0.013,0.0018,0,0.21,0.0047,0.35,0.0001,0,0.0002,0,0.006,0.007,0.013,0
フライドポテト,3.88,0.361,0.029,0.274,0.324,0.012,0.02,6.6,0.04,0.35,0.48,0.008,0.004,0.0015,0.0019,0,0,0,0,0.054,0.46,0.0012,0.0006,0.015,0.0035,0,0.35,0.0071,0.4,0.0606,0.0113,0.1185,0.01,0.01,0.021,0.031,0
マッシュポテト,3.57,0.075,0.066,0.006,0.828,0.025,0.75,12,0.24,0.71,1.5,0.031,0.009,0.0035,0.0051,0,0,0,0,0.002,0,0.0025,0.0005,0.02,0.0101,0,1,0.0047,0.05,0,0,0,0,0.025,0.041,0.066,0.002
いちょういも,1.08,0.711,0.045,0.005,0.226,0.013,0.05,5.9,0.12,0.19,0.65,0.006,0.004,0.002,0.0005,0,0.05,0.01,0,0.003,0,0.0015,0.0005,0.004,0.0011,0,0.13,0.0085,0.07,0,0,0,0,0.006,0.008,0.014,0
ながいも,0.65,0.826,0.022,0.003,0.139,0.01,0.03,4.3,0.17,0.17,0.27,0.004,0.003,0.001,0.0003,0,0,0,0,0.002,0,0.001,0.0002,0.004,0.0009,0,0.08,0.0061,0.06,0.0004,0.0002,0.0008,0,0.002,0.008,0.01,0
やまといも,1.23,0.667,0.045,0.002,0.271,0.015,0.12,5.9,0.16,0.28,0.72,0.005,0.006,0.0016,0.0027,0,0.06,0.01,0,0.002,0,0.0013,0.0002,0.005,0.0014,0,0.06,0.0054,0.05,0.0003,0.0002,0.0007,0,0.007,0.018,0.025,0
じねんじょ,1.21,0.688,0.028,0.007,0.267,0.01,0.06,5.5,0.1,0.21,0.31,0.008,0.007,0.0021,0.0012,0,0.05,0.01,0,0.041,0,0.0011,0.0004,0.006,0.0018,0,0.29,0.0067,0.15,0,0,0,0,0.006,0.014,0.02,0
くずでん粉,3.47,0.139,0.002,0.002,0.856,0.001,0.02,0.02,0.18,0.03,0.12,0.02,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
でん粉,3.3,0.18,0.001,0.001,0.816,0.002,0.02,0.34,0.1,0.06,0.4,0.006,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
でんぷん,3.3,0.18,0.001,0.001,0.816,0.002,0.02,0.34,0.1,0.06,0.4,0.006,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
くずきり,3.56,0.118,0.002,0.002,0.877,0.001,0.04,0.03,0.19,0.04,0.18,0.014,0.001,0.0003,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0
ピオカパール,3.51,0.128,0.001,0.002,0.867,0.002,0.03,0.11,0.29,0.03,0.08,0.008,0.001,0.0002,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
はるさめ,3.42,0.15,0.001,0.002,0.845,0.002,0.13,0.11,0.69,0.06,0.37,0.009,0,0.0001,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.012,0.014,0
砂糖,3.84,0.008,0,0,0.992,0,0.01,0.02,0.01,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
さとう,3.84,0.008,0,0,0.992,0,0.01,0.02,0.01,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グラニュー糖,3.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
角砂糖,3.87,0,0,0,1,0,0,0,0,0,0,0.001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
氷砂糖,3.87,0,0,0,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コーヒーシュガー,3.87,0,0.001,0,0.999,0,0.02,0,0.01,0,0,0.002,0.012,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
粉あめ,3.81,0.03,0,0,0.97,0,0,0,0,0,0.01,0.001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
水あめ,3.28,0.15,0,0,0.85,0,0,0,0,0,0.01,0.001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
はちみつ,2.94,0.2,0.002,0,0.797,0.001,0.07,0.13,0.02,0.01,0.04,0.008,0.003,0.0004,0,0,0,0,0,0,0,0.0001,0.0001,0.002,0,0,0.01,0.0005,0.03,0,0,0,0,0,0,0,0
メープルシロップ,2.57,0.33,0.001,0,0.663,0.006,0.01,2.3,0.75,0.18,0.01,0.004,0.015,0.0001,0.0201,0,0,0,0,0,0,0,0.0002,0,0,0,0.01,0.0013,0,0,0,0,0,0,0,0,0
あずき,3.39,0.155,0.203,0.022,0.587,0.033,0.01,15,0.75,1.2,3.5,0.054,0.023,0.0067,0,0,0.07,0.01,0,0.006,0.08,0.0045,0.0016,0.022,0.0039,0,1.3,0.01,0,0.0027,0.0007,0.0055,0,0.012,0.166,0.178,0
小豆缶詰,2.18,0.453,0.044,0.004,0.492,0.007,0.9,1.6,0.13,0.36,0.8,0.013,0.004,0.0012,0.0028,0,0,0,0,0.001,0.04,0.0002,0.0004,0.003,0.0005,0,0.13,0.0014,0,0.0007,0.0001,0.0014,0,0.005,0.029,0.034,0.002
小倉缶,2.18,0.453,0.044,0.004,0.492,0.007,0.9,1.6,0.13,0.36,0.8,0.013,0.004,0.0012,0.0028,0,0,0,0,0.001,0.04,0.0002,0.0004,0.003,0.0005,0,0.13,0.0014,0,0.0007,0.0001,0.0014,0,0.005,0.029,0.034,0.002
こしあん,1.55,0.62,0.098,0.006,0.271,0.005,0.03,0.6,0.25,0.3,0.85,0.028,0.011,0.0023,0,0,0,0,0,0.002,0.07,0.0002,0.0005,0.001,0,0,0.02,0.0007,0,0.0007,0.0002,0.0015,0,0.003,0.065,0.068,0
いんげんまめ,3.33,0.165,0.199,0.022,0.578,0.036,0.01,15,1.3,1.5,4,0.06,0.025,0.0075,0.0054,0,0.12,0.02,0,0.003,0.08,0.005,0.002,0.02,0.0036,0,0.85,0.0063,0,0.0025,0.0018,0.0079,0,0.033,0.16,0.193,0
うずら豆,2.37,0.414,0.067,0.013,0.496,0.01,1.1,2.3,0.41,0.25,1,0.023,0.006,0.0014,0,0,0,0,0,0.001,0.03,0.0003,0.0001,0.003,0.0004,0,0.23,0.0014,0,0.0011,0.0006,0.004,0,0.013,0.046,0.059,0.003
うずらまめ,2.37,0.414,0.067,0.013,0.496,0.01,1.1,2.3,0.41,0.25,1,0.023,0.006,0.0014,0,0,0,0,0,0.001,0.03,0.0003,0.0001,0.003,0.0004,0,0.23,0.0014,0,0.0011,0.0006,0.004,0,0.013,0.046,0.059,0.003
豆きんとん,2.49,0.378,0.049,0.005,0.562,0.006,1,1.2,0.28,0.23,0.83,0.01,0.005,0.0009,0.005,0,0,0,0,0.001,0.01,0.0001,0.0001,0.001,0.0003,0,0.15,0.0007,0,0.0006,0.0004,0.0018,0,0.043,0.005,0.048,0.003
まめきんとん,2.49,0.378,0.049,0.005,0.562,0.006,1,1.2,0.28,0.23,0.83,0.01,0.005,0.0009,0.005,0,0,0,0,0.001,0.01,0.0001,0.0001,0.001,0.0003,0,0.15,0.0007,0,0.0006,0.0004,0.0018,0,0.043,0.005,0.048,0.003
えんどう,3.52,0.134,0.217,0.023,0.604,0.022,0.01,8.7,0.65,1.2,3.6,0.05,0.041,0.0049,0,0,0.9,0.15,0,0.008,0.16,0.0072,0.0015,0.025,0.0029,0,0.24,0.0174,0,0.0027,0.0044,0.0068,0,0.012,0.162,0.174,0
うぐいす豆,2.4,0.397,0.056,0.007,0.529,0.011,1.5,1,0.18,0.26,1.3,0.025,0.008,0.0015,0,0,0.06,0.01,0,0.002,0.08,0.0002,0.0001,0.003,0.0004,0,0.04,0.0024,0,0.0006,0.0011,0.0015,0,0.007,0.046,0.053,0.004
うぐいすまめ,2.4,0.397,0.056,0.007,0.529,0.011,1.5,1,0.18,0.26,1.3,0.025,0.008,0.0015,0,0,0.06,0.01,0,0.002,0.08,0.0002,0.0001,0.003,0.0004,0,0.04,0.0024,0,0.0006,0.0011,0.0015,0,0.007,0.046,0.053,0.004
ささげ,3.36,0.155,0.239,0.02,0.55,0.036,0.01,14,0.75,1.7,4,0.056,0.049,0.0071,0,0,0.19,0.03,0,0.007,0.14,0.005,0.001,0.025,0.0024,0,3,0.013,0,0.0043,0.0012,0.0073,0,0.013,0.171,0.184,0
そらまめ,3.48,0.133,0.26,0.02,0.559,0.028,0.01,11,1,1.2,4.4,0.057,0.046,0.012,0,0,0.05,0.01,0,0.012,0.13,0.005,0.002,0.025,0.0041,0,2.6,0.0048,0,0.0024,0.0033,0.0065,0,0.013,0.08,0.093,0
おたふく豆,2.51,0.372,0.079,0.012,0.522,0.015,1.6,1.1,0.54,0.27,1.4,0.053,0.008,0.0032,0,0,0,0,0,0.003,0.06,0.0001,0.0001,0.002,0.0006,0,0.3,0.0014,0,0.0011,0.0018,0.0033,0,0.014,0.045,0.059,0.004
おたふくまめ,2.51,0.372,0.079,0.012,0.522,0.015,1.6,1.1,0.54,0.27,1.4,0.053,0.008,0.0032,0,0,0,0,0,0.003,0.06,0.0001,0.0001,0.002,0.0006,0,0.3,0.0014,0,0.0011,0.0018,0.0033,0,0.014,0.045,0.059,0.004
ふき豆,2.63,0.345,0.096,0.016,0.525,0.018,3.2,1.1,0.39,0.2,1.5,0.027,0.009,0.0038,0,0,0,0,0,0.004,0.03,0.0002,0.0001,0.002,0.0007,0,0.36,0.002,0,0.0018,0.0033,0.0056,0,0.008,0.037,0.045,0.008
だいず,4.17,0.125,0.353,0.19,0.282,0.05,0.01,19,2.4,2.2,5.8,0.094,0.032,0.0098,0.019,0,0.06,0.01,0,0.036,0.18,0.0083,0.003,0.022,0.0053,0,2.3,0.0152,0,0.0257,0.0361,0.1049,0,0.018,0.153,0.171,0
大豆,4.17,0.125,0.353,0.19,0.282,0.05,0.01,19,2.4,2.2,5.8,0.094,0.032,0.0098,0.019,0,0.06,0.01,0,0.036,0.18,0.0083,0.003,0.022,0.0053,0,2.3,0.0152,0,0.0257,0.0361,0.1049,0,0.018,0.153,0.171,0
だいず水煮,1.4,0.717,0.129,0.067,0.077,0.01,2.1,0.33,1,0.55,1.7,0.018,0.011,0.0028,0.0084,0,0,0,0,0.013,0.05,0.0001,0.0002,0.001,0.0001,0,0.11,0,0,0.009,0.0127,0.037,0,0.004,0.064,0.068,0.005
大豆水煮,1.4,0.717,0.129,0.067,0.077,0.01,2.1,0.33,1,0.55,1.7,0.018,0.011,0.0028,0.0084,0,0,0,0,0.013,0.05,0.0001,0.0002,0.001,0.0001,0,0.11,0,0,0.009,0.0127,0.037,0,0.004,0.064,0.068,0.005
きな粉,4.37,0.05,0.355,0.234,0.31,0.051,0.01,19,2.5,2.4,5.2,0.092,0.035,0.011,0,0,0.04,0.01,0,0.024,0.37,0.0076,0.0026,0.018,0.0058,0,2.5,0.0133,0,0.0339,0.0459,0.1254,0,0.019,0.15,0.169,0
きなこ,4.37,0.05,0.355,0.234,0.31,0.051,0.01,19,2.5,2.4,5.2,0.092,0.035,0.011,0,0,0.04,0.01,0,0.024,0.37,0.0076,0.0026,0.018,0.0058,0,2.5,0.0133,0,0.0339,0.0459,0.1254,0,0.019,0.15,0.169,0
木綿豆腐,0.72,0.868,0.066,0.042,0.016,0.008,0.13,1.4,1.2,0.31,1.1,0.009,0.006,0.0015,0.0038,0,0,0,0,0.006,0.13,0.0007,0.0003,0.001,0.0005,0,0.12,0.0002,0,0.0074,0.0086,0.0208,0,0.001,0.003,0.004,0
豆腐,0.72,0.868,0.066,0.042,0.016,0.008,0.13,1.4,1.2,0.31,1.1,0.009,0.006,0.0015,0.0038,0,0,0,0,0.006,0.13,0.0007,0.0003,0.001,0.0005,0,0.12,0.0002,0,0.0074,0.0086,0.0208,0,0.001,0.003,0.004,0
とうふ,0.72,0.868,0.066,0.042,0.016,0.008,0.13,1.4,1.2,0.31,1.1,0.009,0.006,0.0015,0.0038,0,0,0,0,0.006,0.13,0.0007,0.0003,0.001,0.0005,0,0.12,0.0002,0,0.0074,0.0086,0.0208,0,0.001,0.003,0.004,0
絹ごし豆腐,0.56,0.894,0.049,0.03,0.02,0.007,0.07,1.5,0.43,0.44,0.81,0.008,0.005,0.0015,0.0031,0,0,0,0,0.003,0.12,0.001,0.0004,0.002,0.0006,0,0.11,0.0009,0,0.0053,0.0061,0.0149,0,0.001,0.002,0.003,0
