name,energy,moisuture,protein,lipid,carbohydrate,ash,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,retinol,carotene,inRetinolAmount,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,niacin,vitaminB6,vitaminB12,folicAcid,pantothenicAcid,vitaminC,saturatedFattyAcid,monounsaturatedFattyAcid,polyunsaturatedFattyAcid,cholesterol,waterSolubleFiberContaining,waterUnsolubleFiberContaining,totalFiberContaining,solt
ぎゅうひ,2.57,0.36,0.013,0.002,0.625,0,0.01,0.01,0.01,0.01,0.1,0.002,0.003,0.0004,0,0,0,0,0,0,0,0.0001,0,0.001,0,0,0.03,0,0,0.0007,0.0005,0.0007,0,0,0.001,0.001,0
きんつば,2.64,0.34,0.053,0.007,0.592,0.008,0.75,2.6,0.18,0.24,0.59,0.01,0.005,0.0017,0,0,0,0,0,0.002,0.02,0.0009,0.0004,0.001,0.0006,0,0.14,0.0029,0,0.0009,0.0003,0.002,0,0.005,0.06,0.065,0.002
草もち,2.29,0.43,0.042,0.004,0.521,0.003,0.17,0.47,0.11,0.14,0.5,0.01,0.006,0.0012,0,0,1.7,0.29,0,0.002,0.13,0.0003,0.0002,0.004,0.0004,0,0.05,0.0021,0,0.001,0.0007,0.0012,0,0.001,0.019,0.02,0
くし団子あん,2.01,0.5,0.038,0.004,0.455,0.003,0.21,0.44,0.06,0.13,0.5,0.007,0.006,0.0011,0.003,0,0,0,0,0.001,0.01,0.0004,0.0001,0.005,0.0005,0,0.05,0.0027,0,0.0012,0.0009,0.0014,0,0.001,0.011,0.012,0.001
くし団子しょうゆ,1.97,0.505,0.031,0.004,0.452,0.008,2.5,0.59,0.04,0.13,0.52,0.004,0.005,0.0009,0.0034,0,0,0,0,0.001,0,0.0004,0.0002,0.007,0.0006,0,0.07,0.0033,0,0.0013,0.001,0.0014,0,0,0.003,0.003,0.006
げっぺい,3.57,0.209,0.051,0.087,0.646,0.007,0.5,0.71,0.32,0.2,0.77,0.01,0.005,0.0014,0.0029,0,0,0,0,0.008,0.02,0.0007,0.0003,0.003,0.0003,0,0.07,0.002,0,0.0209,0.0347,0.0255,0.01,0.005,0.02,0.025,0.001
桜もち関東風,2.38,0.405,0.045,0.004,0.542,0.004,0.46,0.38,0.12,0.11,0.39,0.01,0.004,0.0009,0,0,0,0,0,0.001,0.02,0.0003,0.0002,0.001,0,0,0.02,0.001,0,0.0009,0.0003,0.0019,0,0.003,0.023,0.026,0.001
桜もち関西風,2,0.5,0.034,0.002,0.461,0.003,0.33,0.22,0.07,0.08,0.27,0.007,0.005,0.0009,0,0,0,0,0,0,0.02,0.0001,0.0001,0.001,0.0001,0,0.02,0.0005,0,0.0005,0.0003,0.0006,0,0.001,0.016,0.017,0.001
大福もち,2.35,0.415,0.048,0.005,0.528,0.004,0.46,0.46,0.11,0.16,0.58,0.01,0.009,0.0016,0,0,0,0,0,0.001,0.02,0.0003,0.0002,0.002,0.0002,0,0.03,0.0025,0,0.0012,0.0008,0.0016,0,0.001,0.024,0.025,0.001
タルト,2.93,0.3,0.058,0.029,0.609,0.004,0.36,0.58,0.21,0.1,0.69,0.01,0.006,0.0008,0,0.36,0.04,0.37,0.01,0.003,0.05,0.0004,0.0012,0.001,0.0002,0.002,0.12,0.0044,0,0.0072,0.0095,0.005,1.1,0.002,0.013,0.015,0.001
ちまき,1.53,0.62,0.013,0.002,0.364,0.001,0.01,0.19,0.01,0.05,0.2,0.002,0.002,0.0004,0.0017,0,0,0,0,0,0,0.0002,0,0.003,0.0002,0,0.02,0.0014,0,0.0006,0.0004,0.0007,0,0,0.001,0.001,0
どら焼,2.84,0.315,0.062,0.026,0.589,0.008,1.2,1.7,0.22,0.16,0.74,0.009,0.005,0.0011,0,0.27,0.03,0.28,0.01,0.004,0.03,0.0008,0.001,0.001,0.0005,0.002,0.16,0.005,0,0.0061,0.0074,0.005,0.8,0.004,0.031,0.035,0.003
ねりきり,2.64,0.34,0.053,0.003,0.601,0.003,0.02,0.33,0.14,0.16,0.46,0.015,0.006,0.0013,0,0,0,0,0,0.001,0.04,0.0001,0.0003,0.001,0,0,0.01,0.0004,0,0.0004,0.0002,0.0009,0,0.002,0.034,0.036,0
カステラまんじゅう,2.94,0.279,0.064,0.016,0.636,0.005,0.44,0.76,0.29,0.15,0.79,0.013,0.006,0.0011,0,0.15,0,0.15,0,0.002,0.04,0.0004,0.0007,0.002,0.0001,0.001,0.07,0.0028,0,0.0037,0.0042,0.0038,0.43,0.004,0.027,0.031,0.001
くずまんじゅう,2.2,0.45,0.031,0.002,0.514,0.003,0.45,0.22,0.09,0.1,0.3,0.009,0.004,0.0008,0,0,0,0,0,0.001,0.02,0.0001,0.0002,0,0,0,0.01,0.0002,0,0.0002,0.0001,0.0005,0,0.001,0.021,0.022,0.001
くりまんじゅう,3.09,0.24,0.06,0.013,0.683,0.004,0.25,0.63,0.22,0.14,0.65,0.013,0.005,0.0011,0,0.11,0,0.12,0,0.002,0.04,0.0004,0.0006,0.002,0.0001,0.001,0.06,0.0024,0,0.0031,0.0033,0.0033,0.33,0.003,0.027,0.03,0.001
とうまんじゅう,2.96,0.28,0.062,0.02,0.634,0.004,0.25,0.57,0.2,0.13,0.66,0.013,0.006,0.001,0,0.23,0.03,0.24,0,0.003,0.04,0.0004,0.0009,0.001,0.0002,0.001,0.09,0.0033,0,0.005,0.0062,0.004,0.68,0.003,0.022,0.025,0.001
蒸しまんじゅう,2.61,0.35,0.048,0.005,0.592,0.005,0.63,0.48,0.17,0.13,0.48,0.011,0.004,0.001,0,0,0,0,0,0.001,0.03,0.0003,0.0002,0.001,0,0,0.02,0.0011,0,0.0009,0.0003,0.0019,0,0.003,0.026,0.029,0.002
あんまん,2.81,0.366,0.059,0.058,0.512,0.005,0.11,0.66,0.53,0.24,0.61,0.011,0.006,0.0014,0,0,0,0,0,0.002,0.02,0.0008,0.0004,0.005,0.0004,0,0.09,0.0026,0,0.0173,0.0221,0.0145,0.03,0.006,0.021,0.027,0
肉まん,2.51,0.411,0.092,0.044,0.436,0.017,3.6,3.4,0.28,0.21,1,0.008,0.011,0.0012,0.0048,0.02,0.08,0.04,0.01,0.005,0.09,0.0021,0.0013,0.021,0.0018,0.001,0.44,0.0095,0.09,0.0134,0.0151,0.0099,0.15,0.009,0.029,0.038,0.009
もなか,2.85,0.29,0.048,0.004,0.656,0.002,0.02,0.37,0.12,0.15,0.49,0.013,0.007,0.0014,0,0,0,0,0,0.001,0.03,0.0002,0.0002,0.001,0.0001,0,0.02,0.0011,0,0.0007,0.0003,0.0011,0,0.001,0.03,0.031,0
ゆべし,3.27,0.22,0.024,0.035,0.714,0.007,2.3,0.62,0.06,0.15,0.41,0.004,0.004,0.0011,0,0,0,0,0,0.002,0,0.0003,0.0002,0.004,0.0006,0,0.08,0.0019,0,0.004,0.0054,0.0251,0,0,0.005,0.005,0.006
ようかん,2.96,0.26,0.036,0.002,0.7,0.002,0.03,0.24,0.15,0.12,0.32,0.011,0.004,0.0009,0,0,0,0,0,0.001,0.03,0.0001,0.0002,0,0,0,0.01,0.0003,0,0.0003,0.0001,0.0006,0,0,0,0.031,0
水ようかん,1.71,0.57,0.026,0.001,0.4,0.003,0.57,0.17,0.1,0.08,0.23,0.008,0.003,0.0006,0,0,0,0,0,0.001,0.02,0,0.0001,0,0,0,0.01,0.0002,0,0.0002,0,0.0004,0,0,0,0.022,0.001
あめ玉,3.9,0.025,0,0,0.975,0,0.01,0.02,0.01,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
芋かりんとう,4.76,0.055,0.014,0.206,0.713,0.012,0.05,5.5,0.47,0.29,0.53,0.008,0.002,0.0021,0.0051,0,0.26,0.04,0,0.057,0.35,0.0013,0.0003,0.009,0.0032,0,0.57,0.0112,0.34,0.0208,0.0818,0.09,0,0.006,0.021,0.027,0
おこし,3.83,0.05,0.038,0.008,0.901,0.003,0.95,0.25,0.04,0.05,0.22,0.002,0.008,0.0012,0.0048,0,0,0,0,0.001,0.01,0.0002,0.0001,0.002,0.0002,0,0.03,0.0012,0,0.0015,0.0021,0.0024,0,0,0.004,0.004,0.002
かりんとう,4.41,0.035,0.074,0.118,0.762,0.011,0.08,3.1,0.68,0.27,0.65,0.017,0.007,0.0016,0.0033,0,0,0,0,0.023,0.18,0.0011,0.0006,0.011,0.0021,0,0.25,0.0084,0,0.0134,0.0439,0.0527,0,0.007,0.01,0.017,0
ごかぼう,3.84,0.1,0.104,0.059,0.724,0.013,0.02,4.7,0.62,0.6,1.4,0.023,0.012,0.0032,0,0,0,0,0,0.006,0.09,0.0019,0.0007,0.005,0.0015,0,0.62,0.0038,0,0.0087,0.0113,0.0305,0,0.005,0.038,0.043,0
いそべせんべい,3.82,0.042,0.041,0.008,0.895,0.014,5,0.62,0.12,0.07,0.36,0.003,0.001,0.0005,0,0,0,0,0,0.002,0,0.0007,0.0002,0.004,0.0002,0,0.05,0.0027,0,0.002,0.0008,0.0044,0,0.006,0.007,0.013,0.013
かわらせんべい,3.98,0.043,0.075,0.035,0.84,0.007,1.3,1.1,0.25,0.14,0.93,0.009,0.007,0.002,0.0035,0.45,0,0.45,0,0.006,0,0.0004,0.001,0.006,0.0004,0,0.12,0.007,0,0.0095,0.0116,0.0076,1.1,0.007,0.004,0.011,0.003
巻きせんべい,3.92,0.035,0.042,0.015,0.904,0.004,0.4,0.75,0.23,0.06,0.57,0.004,0.002,0.0005,0,0.12,0,0.12,0,0.002,0.01,0.0006,0.0005,0.003,0.0002,0.001,0.07,0.0033,0,0.0037,0.0036,0.0046,0.34,0.005,0.005,0.01,0.001
南部せんべい,4.32,0.033,0.109,0.11,0.724,0.024,4.3,1.8,2.4,0.78,1.6,0.023,0.013,0.0038,0.0086,0,0.03,0.01,0,0.007,0.01,0.0029,0.0008,0.016,0.0014,0,0.25,0.0058,0,0.0171,0.0358,0.0486,0,0.014,0.029,0.043,0.011
中華風クッキー,5.34,0.03,0.05,0.296,0.618,0.006,0.98,0.84,0.27,0.07,0.68,0.005,0.003,0.0005,0,0.18,0,0.19,0,0.004,0.04,0.0006,0.0007,0.003,0.0002,0.001,0.09,0.0041,0,0.1139,0.1308,0.0339,0.81,0.005,0.006,0.011,0.002
ひなあられ関東風,4,0.047,0.051,0.043,0.853,0.006,0.67,1.2,0.36,0.16,0.53,0.012,0.003,0.0007,0,0,0,0,0,0.002,0.03,0.0006,0.0005,0.003,0.0004,0,0.15,0.0008,0,0.002,0.0028,0.0075,0,0.001,0.012,0.013,0.002
ひなあられ関西風,3.98,0.033,0.083,0.036,0.832,0.016,5.5,0.6,0.39,0.08,0.63,0.03,0.001,0.0004,0,0,0,0,0,0.001,0.01,0.0006,0.0008,0.003,0.0002,0,0.08,0.0004,0,0.001,0.0014,0.0038,0,0.001,0.006,0.007,0.014
揚げせんべい,4.65,0.04,0.057,0.175,0.712,0.016,4.9,0.82,0.05,0.21,0.87,0.007,0.009,0.0017,0.0068,0,0,0,0,0.033,0.28,0.0008,0.0002,0.012,0.0011,0,0.11,0.0061,0,0.0193,0.0689,0.076,0,0,0.005,0.005,0.012
甘辛せんべい,3.8,0.045,0.067,0.009,0.863,0.016,4.6,1.2,0.07,0.28,1.1,0.009,0.01,0.0018,0.0073,0,0,0,0,0.002,0,0.0009,0.0003,0.014,0.0013,0,0.14,0.0069,0,0.0028,0.0021,0.003,0,0,0.006,0.006,0.012
あられ,3.81,0.044,0.079,0.014,0.842,0.021,6.7,1.5,0.15,0.34,1.5,0.005,0.024,0.0037,0.0134,0,0,0,0,0.001,0,0.0009,0.0005,0.01,0.0009,0,0.15,0.01,0,0.0041,0.003,0.0046,0,0,0.013,0.013,0.017
塩せんべい,3.73,0.059,0.078,0.01,0.831,0.022,7.7,1.3,0.13,0.24,1,0.008,0.014,0.0019,0.0106,0,0,0,0,0,0,0.0002,0.0003,0.006,0.0005,0,0.15,0.0026,0,0.0032,0.0023,0.0034,0,0,0.008,0.008,0.02
タマゴボーロ,3.91,0.045,0.025,0.022,0.904,0.004,0.3,0.43,0.16,0.05,0.56,0.007,0.003,0.0003,0,0.29,0.03,0.29,0.01,0.002,0.03,0.0001,0.0009,0,0.0002,0.002,0.09,0.0029,0,0.0053,0.0074,0.0029,0.84,0,0,0,0.001
八つ橋,3.95,0.018,0.034,0.005,0.941,0.002,0.01,0.49,0.03,0.13,0.51,0.004,0.008,0.0013,0,0,0,0,0,0.001,0,0.0005,0.0001,0.007,0.0006,0,0.06,0.0036,0,0.0016,0.0011,0.0017,0,0,0.003,0.003,0
らくがん,3.89,0.03,0.024,0.002,0.943,0.001,0.02,0.19,0.03,0.03,0.17,0.002,0.005,0.0008,0,0,0,0,0,0,0,0.0001,0,0.001,0.0001,0,0.02,0.0007,0,0.0007,0.0004,0.0005,0,0,0.002,0.002,0
あんパン,2.8,0.355,0.079,0.053,0.502,0.011,2.8,0.77,0.31,0.19,0.74,0.01,0.007,0.001,0,0,0.09,0.01,0,0.004,0.02,0.0006,0.0005,0.008,0.0002,0,0.22,0.0035,0,0,0,0,0,0.007,0.02,0.027,0.007
クリームパン,3.05,0.36,0.103,0.109,0.414,0.014,3.5,1.2,0.52,0.18,1.2,0.01,0.009,0.001,0.0019,0.46,0.15,0.49,0.01,0.009,0.04,0.0009,0.0018,0.008,0.0004,0.003,0.37,0.0087,0,0.0163,0.0215,0.0059,1.3,0.006,0.006,0.012,0.009
ジャムパン,2.97,0.32,0.066,0.058,0.545,0.011,3.1,0.95,0.31,0.17,0.66,0.005,0.005,0.0008,0.0024,0,0.09,0.02,0,0.004,0,0.0007,0.0004,0.009,0.0003,0,0.33,0.0042,0.03,0,0,0,0,0.009,0.009,0.018,0.008
チョココロネ,3.08,0.37,0.05,0.119,0.451,0.01,1.9,1.5,0.72,0.15,0.87,0.004,0.005,0.0007,0.0018,1.6,0.28,1.7,0,0.02,0.05,0.0008,0.0013,0.005,0.0004,0.001,0.22,0.0048,0,0.0396,0.0441,0.0252,0.12,0.004,0.007,0.011,0.005
シュークリーム,2.45,0.55,0.084,0.136,0.223,0.007,1,1,0.47,0.09,1.3,0.012,0.008,0.0005,0.0005,0.89,0.11,0.91,0.02,0.014,0.08,0.0005,0.0028,0.001,0.0005,0.006,0.27,0.0097,0,0.0407,0.0586,0.0144,2.5,0.001,0.001,0.002,0.003
チーズババロアシュークリーム,2.45,0.55,0.084,0.136,0.223,0.007,1,1,0.47,0.09,1.3,0.012,0.008,0.0005,0.0005,0.89,0.11,0.91,0.02,0.014,0.08,0.0005,0.0028,0.001,0.0005,0.006,0.27,0.0097,0,0.0407,0.0586,0.0144,2.5,0.001,0.001,0.002,0.003
エクレア,2.45,0.55,0.084,0.136,0.223,0.007,1,1,0.47,0.09,1.3,0.012,0.008,0.0005,0.0005,0.89,0.11,0.91,0.02,0.014,0.08,0.0005,0.0028,0.001,0.0005,0.006,0.27,0.0097,0,0.0407,0.0586,0.0144,2.5,0.001,0.001,0.002,0.003
スポンジケーキ,2.98,0.32,0.081,0.056,0.538,0.005,0.63,0.98,0.28,0.08,1.1,0.009,0.006,0.0008,0.001,0.5,0.03,0.5,0,0.004,0,0.0003,0.0012,0.002,0.0002,0.001,0.09,0.0081,0,0.0148,0.0195,0.0089,1.7,0.004,0.004,0.008,0.002
ショートケーキ,3.44,0.31,0.074,0.14,0.471,0.005,0.82,0.94,0.33,0.07,1.2,0.007,0.006,0.0007,0.0008,0.82,0.16,0.85,0,0.004,0.02,0.0003,0.0011,0.002,0.0001,0.001,0.08,0.0066,0,0.0532,0.0611,0.0088,1.5,0.003,0.003,0.006,0.002
ケーキ,3.44,0.31,0.074,0.14,0.471,0.005,0.82,0.94,0.33,0.07,1.2,0.007,0.006,0.0007,0.0008,0.82,0.16,0.85,0,0.004,0.02,0.0003,0.0011,0.002,0.0001,0.001,0.08,0.0066,0,0.0532,0.0611,0.0088,1.5,0.003,0.003,0.006,0.002
デニッシュペストリー,3.96,0.255,0.072,0.207,0.451,0.015,4.6,1,0.34,0.15,0.75,0.006,0.007,0.0009,0.0022,4.3,0.7,4.4,0,0.047,0.13,0.0013,0.0012,0.011,0.0006,0.001,0.61,0.0056,0,0.0495,0.0812,0.0637,0.16,0.006,0.01,0.016,0.012
イーストドーナッツ,3.87,0.275,0.071,0.204,0.438,0.012,3.1,1.1,0.45,0.14,0.79,0.006,0.006,0.0008,0.002,0.07,0,0.07,0,0.034,0.25,0.001,0.0012,0.008,0.0005,0.001,0.36,0.0057,0,0.0339,0.0832,0.0702,0.22,0.006,0.008,0.014,0.008
ドーナッツ,3.75,0.2,0.07,0.118,0.603,0.009,1.6,1.2,0.45,0.09,1,0.007,0.005,0.0006,0.0024,0.38,0.05,0.39,0.01,0.016,0.09,0.0008,0.0013,0.004,0.0004,0.002,0.15,0.0065,0,0.0297,0.0473,0.0257,1,0.006,0.006,0.012,0.004
パイ皮,4.35,0.32,0.077,0.337,0.252,0.014,5.1,0.74,0.1,0.11,0.56,0.004,0.003,0.0008,0.0024,0,0,0,0,0.053,0.17,0.0004,0.0001,0.005,0.0003,0,0.06,0.0008,0,0.0698,0.1322,0.0937,0.01,0.007,0.01,0.017,0.013
アップルパイ,3.04,0.45,0.04,0.175,0.327,0.008,2.6,0.62,0.06,0.06,0.31,0.002,0.002,0.0005,0.0013,0,0.04,0.01,0,0.028,0.09,0.0002,0.0001,0.003,0.0002,0,0.04,0.0006,0.01,0.0362,0.0686,0.0487,0.01,0.005,0.008,0.013,0.007
ミートパイ,4.14,0.335,0.101,0.311,0.233,0.02,6.5,1.7,0.15,0.16,0.87,0.006,0.008,0.001,0.0023,0,7.8,1.3,0,0.047,0.16,0.0016,0.0006,0.016,0.0011,0.001,0.09,0.0037,0.01,0.0692,0.1231,0.0819,0.15,0.008,0.012,0.02,0.017
バターケーキ,4.44,0.2,0.056,0.256,0.478,0.01,1.15,1.15,0.5,0.07,1.12,0.008,0.005,0.0005,0,2.5,0.42,2.6,0.01,0.007,0.1,0.0005,0.0013,0.002,0.0003,0.003,0.14,0.0055,0,0.1497,0.0686,0.0128,1.7,0.003,0.004,0.007,0.003
ホットケーキ,2.61,0.4,0.075,0.055,0.454,0.016,2.6,2.2,1.1,0.13,1.7,0.006,0.005,0.0007,0.0021,0.41,0.06,0.42,0.01,0.005,0.03,0.0009,0.0018,0.004,0.0002,0.003,0.14,0.0073,0,0.018,0.0109,0.0118,0.84,0.005,0.006,0.011,0.007
ワッフル,2.56,0.46,0.083,0.088,0.36,0.009,0.9,1.5,0.71,0.11,1.3,0.009,0.007,0.0006,0.0015,0.69,0.09,0.71,0.01,0.009,0.06,0.0007,0.0023,0.003,0.0005,0.005,0.21,0.0091,0,0.0294,0.0328,0.0104,1.7,0.003,0.004,0.007,0.002
カスタードプディング,1.26,0.741,0.055,0.05,0.147,0.007,0.67,1.4,0.81,0.1,1.1,0.006,0.006,0.0003,0.0001,0.78,0.05,0.79,0,0.003,0.04,0.0005,0.0026,0,0.0004,0.004,0.15,0.0067,0,0.0192,0.0147,0.0052,1.4,0,0,0,0.002
オレンジゼリー,0.7,0.823,0.023,0,0.153,0.001,0.07,0.54,0.03,0.03,0.06,0.001,0,0,0.0001,0,0.1,0.02,0,0.001,0,0.0002,0,0.001,0.0002,0,0.07,0.0004,0.07,0,0,0,0,0.001,0,0.001,0
ゼリー,0.7,0.823,0.023,0,0.153,0.001,0.07,0.54,0.03,0.03,0.06,0.001,0,0,0.0001,0,0.1,0.02,0,0.001,0,0.0002,0,0.001,0.0002,0,0.07,0.0004,0.07,0,0,0,0,0.001,0,0.001,0
コーヒーゼリー,0.45,0.887,0.017,0,0.095,0.001,0.05,0.32,0.02,0.04,0.03,0,0,0,0.0002,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
ミルクゼリー,1.1,0.757,0.042,0.029,0.167,0.005,0.36,1.1,0.84,0.08,0.7,0,0.003,0,0,0.28,0.05,0.29,0,0.001,0.01,0.0003,0.0011,0.001,0.0002,0.003,0.04,0.0041,0.01,0.0175,0.0065,0.0009,0.09,0,0,0,0.001
ワインゼリー,0.66,0.841,0.017,0,0.133,0,0.05,0.11,0.01,0.01,0.01,0.001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0
ババロア,2.18,0.609,0.056,0.128,0.2,0.007,0.52,0.88,0.75,0.06,1.3,0.007,0.007,0.0003,0.0001,1,0.19,1.1,0.01,0.005,0.07,0.0004,0.0014,0.001,0.0004,0.005,0.19,0.0076,0,0.0526,0.0527,0.0081,1.7,0,0,0,0.001
ウエハース,4.54,0.021,0.076,0.136,0.753,0.014,4.8,0.76,0.21,0.09,0.63,0.006,0.004,0.0014,0.0023,0.16,0.09,0.17,0,0.012,0.04,0.0003,0.0008,0.005,0.0002,0,0.06,0.0024,0,0.0595,0.0459,0.0089,0.18,0.007,0.005,0.012,0.012
クラッカー,4.92,0.027,0.085,0.225,0.639,0.024,6.1,1.1,1.8,0.18,1.9,0.008,0.005,0.0012,0.0049,0,0,0,0,0.125,0.04,0.0008,0.0004,0.008,0.0004,0,0.12,0.0045,0,0.0903,0.0834,0.0276,0,0.015,0.006,0.021,0.015
サブレ,4.65,0.037,0.06,0.166,0.73,0.007,0.73,1.1,0.38,0.08,0.9,0.006,0.003,0.0006,0.0026,0,0,0,0,0.019,0.03,0.0008,0.0008,0.004,0.0003,0.001,0.11,0.0048,0,0.0501,0.0825,0.0185,0.62,0.006,0.007,0.013,0.002
ハードビスケット,4.32,0.026,0.076,0.1,0.778,0.02,3.2,1.4,3.3,0.22,0.96,0.009,0.005,0.0012,0.0058,0.18,0.06,0.19,0,0.011,0.02,0.0013,0.0022,0.01,0.0006,0,0.16,0.0063,0,0.0398,0.0342,0.0112,0.1,0.016,0.007,0.023,0.008
ソフトビスケット,5.22,0.032,0.057,0.276,0.626,0.009,2.2,1.1,0.2,0.12,0.66,0.005,0.004,0.0008,0.0033,1.3,1.8,1.6,0,0.025,0.06,0.0006,0.0005,0.006,0.0004,0,0.07,0.0045,0,0.1242,0.0881,0.0156,0.58,0.009,0.005,0.014,0.006
ロシアケーキ,4.99,0.04,0.056,0.237,0.657,0.01,2,1.4,0.4,0.33,0.82,0.007,0.005,0.0015,0.0041,0.01,0,0.01,0,0.048,0.01,0.0007,0.0014,0.006,0.0002,0,0.09,0.0029,0,0.0624,0.1289,0.0294,0.03,0.005,0.013,0.018,0.005
小麦粉あられ,4.82,0.02,0.073,0.197,0.688,0.022,7.1,1.1,0.21,0.11,0.64,0.005,0.003,0.0008,0.0045,0,0,0,0,0.023,0.01,0.0012,0.0004,0.006,0.0003,0,0.08,0.0048,0,0.0599,0.0987,0.023,0.02,0.011,0.012,0.023,0.018
コーンスナック,5.26,0.009,0.052,0.271,0.653,0.015,4.7,0.89,0.5,0.13,0.7,0.004,0.003,0.0005,0.0008,0,1.3,0.22,0,0.042,0,0.0002,0.0005,0.007,0.0006,0,0.08,0.003,0,0.0997,0.0968,0.0465,0,0.002,0.008,0.01,0.012
ポテトチップス,5.54,0.02,0.047,0.352,0.547,0.034,4,12,0.17,0.7,1,0.017,0.005,0.0021,0.004,0,0,0,0,0.064,0,0.0026,0.0006,0.043,0,0,0.7,0.0094,0.15,0.1144,0.1271,0.0838,0,0.011,0.031,0.042,0.01
キャラメル,4.33,0.054,0.04,0.117,0.779,0.01,1.1,1.8,1.9,0.13,1,0.003,0.004,0.0003,0.0006,1.1,0.15,1.1,0.03,0.006,0.03,0.0009,0.0018,0.011,0.0002,0,0.05,0.0058,0,0.0745,0.0206,0.0035,0.14,0,0,0,0.003
ゼリーキャンデー,3.36,0.16,0,0,0.84,0,0.02,0.01,0.08,0.01,0.01,0.001,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.009,0
ゼリービーンズ,3.62,0.095,0.001,0,0.903,0.001,0.02,0.06,0.1,0.02,0.06,0.002,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.009,0
ドロップ,3.92,0.02,0,0,0.98,0,0.01,0.01,0.01,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マシュマロ,3.26,0.185,0.022,0,0.793,0,0.07,0.01,0.01,0,0.01,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チョコレート,5.13,0.02,0.071,0.258,0.631,0.015,1.4,3.3,1.7,0.5,1.8,0.017,0.011,0.0036,0.004,0.4,0.23,0.44,0.01,0.014,0.04,0.0016,0.0027,0.009,0.0008,0,0.14,0.0114,0,0.1371,0.087,0.0127,0.13,0.01,0.022,0.032,0.004
ホワイトチョコレート,5.88,0.008,0.072,0.395,0.509,0.016,0.92,3.4,2.5,0.24,2.1,0.001,0.008,0.0002,0.0002,0.47,0.39,0.53,0,0.014,0.09,0.0008,0.0039,0.002,0.0005,0,0.08,0.0105,0,0.2287,0.1192,0.0132,0.22,0.006,0,0.006,0.002
ミルクチョコレート,5.57,0.005,0.074,0.34,0.554,0.018,0.64,4.4,2.4,0.74,2.4,0.024,0.016,0.0055,0.0041,0.63,0.37,0.69,0.01,0.014,0.06,0.0019,0.0041,0.012,0.0011,0,0.18,0.0156,0,0.1982,0.1035,0.0108,0.19,0.01,0.029,0.039,0.002
マロングラッセ,3.17,0.21,0.011,0.003,0.774,0.002,0.28,0.6,0.08,0,0.2,0.006,0,0,0,0,0.1,0.02,0,0,0,0,0.0003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001
板ガム,3.88,0.031,0,0,0.969,0,0.03,0.03,0.03,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
糖衣ガム,3.9,0.024,0,0,0.976,0,0.02,0.04,0.01,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
風船ガム,3.87,0.033,0,0,0.967,0,0.03,0.04,0.03,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
酒,1.09,0.824,0.004,0,0.049,0,0.02,0.05,0.03,0.01,0.07,0,0.001,0,0.0016,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0
純米酒,1.03,0.837,0.004,0,0.036,0,0.04,0.05,0.03,0.01,0.09,0.001,0.001,0,0.0018,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0002,0,0,0,0,0,0,0,0,0
本醸造酒,1.07,0.828,0.004,0,0.045,0,0.02,0.05,0.03,0.01,0.08,0,0.001,0,0.0019,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0
吟醸酒,1.04,0.836,0.003,0,0.036,0,0.02,0.07,0.02,0.01,0.07,0,0.001,0.0001,0.0016,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0006,0,0,0,0,0,0,0,0,0
純米吟醸酒,1.03,0.835,0.004,0,0.041,0,0.03,0.05,0.02,0.01,0.08,0,0.001,0.0001,0.002,0,0,0,0,0,0,0,0,0,0.0014,0,0,0.0006,0,0,0,0,0,0,0,0,0
ビール,0.4,0.928,0.003,0,0.031,0.001,0.03,0.34,0.03,0.07,0.15,0,0,0,0.0001,0,0,0,0,0,0,0,0.0002,0.008,0.0005,0.001,0.07,0.0008,0,0,0,0,0,0,0,0,0
